date,open,high,low,close,volume,regime
2023-02-15,95.42146100525956,96.21216741054945,95.35351062983645,95.78283902019295,183959,trending_up
2023-02-16,95.70218052081397,95.92605293869602,94.68969809320558,95.3078755159508,69223,trending_up
2023-02-17,94.437379078745,95.6375288023992,94.42827478808061,95.03290179523991,59400,trending_up
2023-02-18,96.02343802756688,96.19332854950986,95.63190996719959,95.91261925835472,22079,trending_up
2023-02-19,96.68602450700214,96.91720814566942,95.58880784469478,96.2530079951821,323428,trending_up
2023-02-20,96.43650245071375,96.57638170478276,95.92963428558144,96.2530079951821,77533,volatile
2023-02-21,94.5068905157301,95.06380111666863,93.67435488220792,94.36907799943828,14517,volatile
2023-02-22,93.29778443716066,93.95066459925745,92.859375425257,93.40502001225722,83625,volatile
2023-02-23,92.53862269579972,92.93561651666337,92.02161728609457,92.47861690137897,71309,volatile
2023-02-24,97.41810117829453,98.31098830219747,96.90919601813607,97.61009216016677,604700,volatile
2023-02-25,95.95433364175727,96.4474657581042,95.50922141731583,95.97834358771001,49829,volatile
2023-02-26,97.11125276951806,97.96313966074051,96.97441328324355,97.46877647199203,30936,volatile
2023-02-27,96.41979883863543,96.49349304873155,95.58173986224278,96.03761645548717,125520,volatile
2023-02-28,96.11416181049057,96.17859015282855,95.4298161749621,95.80420316389532,21526,volatile
2023-03-01,93.99990335492677,94.66718784888087,93.27949108929562,93.97333946908824,144528,volatile
2023-03-02,91.9522855222505,92.64061503009485,91.76200103813686,92.20130803411585,138979,volatile
2023-03-03,92.11235457478769,92.12418062167811,91.64715524424668,91.88566793296239,3235,volatile
2023-03-04,90.77666126186406,90.859591255965,90.30589173044461,90.58274149320481,380424,volatile
2023-03-05,93.6657482499702,93.80564326401941,93.14381606622155,93.47472966512048,56107,volatile
2023-03-06,95.40772581874107,95.58637979219422,94.99218726685469,95.28928352952445,521178,volatile
2023-03-07,98.0881672709687,98.87188395848358,97.94171881595346,98.40680138721852,4187,volatile
2023-03-08,99.93864126590839,100.76350961427298,99.63909146567772,100.20130053997535,111965,volatile
2023-03-09,100.87540607284402,100.92813436425224,100.28607433182005,100.60710434803615,327852,volatile
2023-03-10,104.01920579131583,104.11161489411977,103.48754980385353,103.79958234898665,9754,volatile
2023-03-11,105.12774135294387,105.28261089427023,104.460595697497,104.87160329588362,366568,volatile
2023-03-12,105.56180413033178,106.5390604903097,105.0889157355994,105.81398811295455,38938,volatile
2023-03-13,106.34774288232767,107.13629882340751,106.21659351627792,106.67644616984272,24268,volatile
2023-03-14,108.65740721872456,109.89382651609915,108.30654143952094,109.10018397781005,128350,volatile
2023-03-15,108.56174508664428,108.84947416753589,108.30629687661501,108.57788552207545,36808,volatile
2023-03-16,108.80311210059277,109.79399541591309,108.69082023004393,109.2424078229785,33928,volatile
2023-03-17,110.11680941470053,110.3520582148838,109.02464391015876,109.68835106252128,90967,volatile
2023-03-18,109.22386778608988,109.66866023007913,108.84426046638916,109.25646034823414,144425,volatile
2023-03-19,108.525391395357,109.60304696958795,108.4753837245967,109.03921534709232,219305,volatile
2023-03-20,109.21612717324096,109.73126406284125,108.50222984070727,109.11674695177426,19934,volatile
2023-03-21,109.67645961518598,109.79039230637301,108.80638525097962,109.29838877867631,152888,volatile
2023-03-22,109.6448814388516,109.70755459479307,108.88922296255953,109.2983887786763,170911,trending_down
2023-03-23,109.04310613530261,109.36692586975816,107.7423185985145,108.55462223413633,30243,trending_down
2023-03-24,109.20720188182949,110.39236196143278,108.82954186501291,109.61095191322285,107016,trending_down
2023-03-25,110.26286388961829,111.12545937336402,110.10651644612896,110.6159879097465,96156,trending_down
2023-03-26,109.59002129368898,109.90153445736148,108.31298633777634,109.10726039756891,59333,trending_down
2023-03-27,108.045732963712,108.12079978475563,107.35618723881001,107.73849351178282,4388,trending_down
2023-03-28,106.14515130828615,106.79417901550269,105.55396069990624,106.17406985770447,30187,trending_down
2023-03-29,108.16396019803754,108.22612048346706,107.1098147923778,107.66796763792243,84895,trending_down
2023-03-30,107.89451393685255,108.01441620775398,107.30013703017514,107.65727661896456,176195,trending_down
2023-03-31,107.21007978982867,108.30622860481803,106.74594714773978,107.52608787627891,81731,trending_down
2023-04-01,107.17845255311649,108.71702887686442,107.11874820734269,107.91788854210355,161901,trending_down
2023-04-02,106.96192173260935,107.5751030408999,106.4245095418593,106.9998062913796,97707,trending_down
2023-04-03,106.83970017682671,107.026963259398,106.49273984327002,106.75985155133401,101893,trending_down
2023-04-04,105.98762376270216,106.2381083756979,105.08932959119606,105.66371898344698,6998,trending_down
2023-04-05,105.96724488532178,106.56802497279656,105.61392972570584,106.0909773492512,50338,trending_down
2023-04-06,104.96217538295943,105.57979392532532,104.81703061249839,105.19841226891185,104501,trending_down
2023-04-07,105.61084005372706,105.7719622916655,105.06392853926936,105.41794541546743,340748,trending_down
2023-04-08,106.50322571804489,106.98151796636914,105.47462181725662,106.22806989181288,41831,trending_down
2023-04-09,106.2917390021082,106.39886190006851,105.688195374988,106.04352863752825,8579,trending_down
2023-04-10,106.19782077823695,107.3976064527955,105.92068380401501,106.65914512840526,89212,trending_down
2023-04-11,105.49878520440836,106.27269690563327,104.81033585175155,105.5415163786924,338809,trending_down
2023-04-12,104.36866624728081,105.09123768451673,103.81256773595968,104.4519027102382,35515,trending_down
2023-04-13,104.18509992607135,105.28572313598785,103.81841572109762,104.55206942854274,9482,trending_down
2023-04-14,104.28465173975508,104.62278940860932,103.95788796658377,104.29033868759655,49530,trending_down
2023-04-15,103.30146522175612,103.36968190231401,102.68883935141126,103.02926062686264,55077,trending_down
2023-04-16,102.95121216457673,103.01403755975436,102.08345804611783,102.54874780293609,348455,trending_down
2023-04-17,103.52956353105195,103.82383161494784,103.08141314172516,103.4526223783365,241341,trending_down
2023-04-18,102.49504662867332,103.20023030588784,102.37121546146143,102.78572288367464,523886,trending_down
2023-04-19,102.83328407253889,103.00489242611347,102.44350872458891,102.72420057535119,36969,trending_down
2023-04-20,102.43697199573077,102.60297287983971,102.0382163175465,102.3205945986931,35655,trending_down
2023-04-21,102.25530732838007,102.98647682478682,101.80719318058132,102.39683500268407,125840,trending_down
2023-04-22,102.66965040877749,102.96712691216297,102.23496873202154,102.60104782209226,289249,trending_down
2023-04-23,102.96502147362044,103.75514004765762,102.25329867947275,103.00421936356518,115756,trending_down
2023-04-24,103.94891815441305,103.97436107233212,102.72694150184132,103.35065128708672,172810,trending_down
2023-04-25,103.69281602517692,104.42273700471564,103.47780086935249,103.95026893703407,227915,trending_down
2023-04-26,104.15010961794589,104.57968037225908,103.86340057862796,104.22154047544352,6866,trending_down
2023-04-27,104.23671771378034,104.57274332433117,104.02982163970877,104.30128248201997,197430,trending_down
2023-04-28,103.9777331481634,104.33915523405402,103.23856672556995,103.78886097981199,35983,trending_down
2023-04-29,101.34966184168836,101.86102648313303,100.44639872064806,101.15371260189055,156260,trending_down
2023-04-30,100.77051607048406,101.37387182831256,100.13215852277011,100.75301517554134,276304,trending_down
2023-05-01,99.8225446240264,100.59266056258122,99.4699431073831,100.03130183498216,158488,trending_down
2023-05-02,99.80722755819728,100.02678316541123,98.75029581899342,99.38853949220233,101811,trending_down
2023-05-03,98.23499741824507,98.60069750154946,97.25452908854308,97.92761329504627,196508,trending_down
2023-05-04,98.25428111683952,98.9969386745736,97.87800150619712,98.43747009038536,118115,trending_down
2023-05-05,97.1710574368896,97.34843261185222,96.4332823062613,96.89085745905676,67134,trending_down
2023-05-06,97.13691688236516,97.8490875874548,96.42640016885748,97.13774387815614,2191,trending_down
2023-05-07,96.90449953300411,97.55341098987881,96.20089960822921,96.87715529905401,334984,trending_down
2023-05-08,96.74113132056294,97.75699454662116,96.51209362412295,97.13454408537206,70058,trending_down
2023-05-09,98.10582105581076,98.24171878816404,97.224520670119,97.73311972914152,8665,trending_down
2023-05-10,99.82665005954982,99.89130716695682,98.55950190270165,99.22540453482924,18596,trending_down
2023-05-11,99.38377339653096,99.51822904917327,98.9325800204852,99.22540453482924,243435,mean_reverting
2023-05-12,99.50872530169329,99.98516164903833,98.50752018070833,99.24634091487333,63966,mean_reverting
2023-05-13,99.21112815929267,99.71617763107149,99.18652929229295,99.45135346168222,320323,mean_reverting
2023-05-14,99.20273563069722,99.73418506488333,98.5035235651588,99.11885431502107,250922,mean_reverting
2023-05-15,98.8639778315777,99.4323526632999,98.49838454910449,98.96536860620219,93390,mean_reverting
2023-05-16,97.95507063851626,98.5994469479428,97.35922546807535,97.97933620800907,37619,mean_reverting
2023-05-17,95.92967417921545,96.28464263236744,95.79984991393526,96.04224627315135,70332,mean_reverting
2023-05-18,96.66690308583475,97.19473327145995,95.82787173222256,96.51130250184126,3800,mean_reverting
2023-05-19,96.25163642923961,96.66063986500926,95.43580299796817,96.04822143148871,116917,mean_reverting
2023-05-20,96.46342926411084,97.25484287805816,95.93927165493548,96.59705726649682,143815,mean_reverting
2023-05-21,97.70300838940867,97.96150194886769,97.08726382699885,97.52438288793327,8894,mean_reverting
2023-05-22,98.13660857256599,98.23136603348385,97.06042324335561,97.64589463841973,4633,mean_reverting
2023-05-23,97.79663337383005,98.30556921474339,97.64049440762498,97.97303181118419,4937,mean_reverting
2023-05-24,96.60212047900859,97.62445156006888,96.20994159979978,96.91719657993433,525511,mean_reverting
2023-05-25,97.75331224527132,98.32247798017715,97.11616502901268,97.71932150459492,168108,mean_reverting
2023-05-26,96.40453890574081,96.81259199538022,96.1260493438067,96.46932066959346,162167,mean_reverting
2023-05-27,96.33233989215388,96.69671467248132,95.90653443545771,96.30162455396952,83642,mean_reverting
2023-05-28,95.80913280021367,96.31348725575327,95.18970394969622,95.75159560272475,152598,mean_reverting
2023-05-29,95.93101136119397,96.57093904089143,95.50727784881457,96.039108444853,5982,mean_reverting
2023-05-30,95.97364577661548,96.8383843430046,95.5465585814467,96.19247146222565,116358,mean_reverting
2023-05-31,95.34828845144763,95.65895062065616,94.8156679379598,95.23730927930798,189820,mean_reverting
2023-06-01,95.21798508289253,95.76410133732595,94.39810658472801,95.08110396102698,56700,mean_reverting
2023-06-02,94.71258093838219,94.84928176039801,93.82791540489285,94.33859858264543,71080,mean_reverting
2023-06-03,93.96019329461957,94.90285757527128,93.57026625510811,94.2365619151897,14653,mean_reverting
2023-06-04,94.72634436127704,95.26503941265432,94.46770446063576,94.86637193664504,71556,mean_reverting
2023-06-05,94.24141150091238,94.64997940347239,93.40998840966084,94.02998390656661,43333,mean_reverting
2023-06-06,95.35894025817886,96.18595988652625,95.17468249549576,95.680321191011,49280,mean_reverting
2023-06-07,95.3519776297114,96.1558421173994,94.98700109968962,95.57142160854451,129948,mean_reverting
2023-06-08,96.68016258589175,97.03578063708429,95.69948081029389,96.36763072368909,30646,mean_reverting
2023-06-09,98.35410657858687,98.58838201072466,98.05724329926225,98.32281265499346,106461,mean_reverting
2023-06-10,97.05024613104645,97.43275122971788,96.75354686534364,97.09314904753076,33966,mean_reverting
2023-06-11,97.0734418089869,97.22399301803169,96.55916354306181,96.89157828054675,49638,mean_reverting
2023-06-12,96.91184389663523,97.09494082512208,96.58479640616406,96.83986861564307,309708,mean_reverting
2023-06-13,96.7231217278127,96.83179630413257,95.77788279163467,96.30483954788362,43047,mean_reverting
2023-06-14,97.6414842646808,97.98631074072186,96.7887980423972,97.38755439155953,82139,mean_reverting
2023-06-15,97.43733745604996,97.9662285824079,96.801925575349,97.38407707887845,24146,mean_reverting
2023-06-16,98.38892249568471,98.92465039048709,98.12459684358696,98.52462361703702,23760,mean_reverting
2023-06-17,97.48645551880114,98.84800392457511,97.43913253861565,98.14356823159538,7416,mean_reverting
2023-06-18,98.32312668534973,98.87643940915319,98.1382642148472,98.5073518120002,609282,mean_reverting
2023-06-19,97.95357956360219,98.74714163041479,97.68769199287415,98.21741681164447,127798,mean_reverting
2023-06-20,98.55812697398703,98.68078164086295,97.75405198242599,98.21741681164447,68331,random
2023-06-21,98.44355563424817,99.43012812041928,98.15360538582215,98.79186675312071,186853,random
2023-06-22,100.32956677560895,100.55509431079444,99.46128170617929,100.00818800848687,12944,random
2023-06-23,101.07784763212746,101.28571252458366,100.37459861491922,100.83015556975144,58010,random
2023-06-24,100.49121521453685,100.64906955403016,99.3995151936352,100.02429237383268,92184,random
2023-06-25,100.63117737253906,100.8409371947646,100.03195420866108,100.43644570171284,110667,random
2023-06-26,100.65163253977981,100.65965815726565,99.85938236178805,100.25952025952685,4597,random
2023-06-27,99.62313644133187,100.8920552762533,99.4802615113567,100.186158393805,27905,random
2023-06-28,100.05887970549516,100.09068823263011,99.14818970518566,99.61943896890789,65133,random
2023-06-29,99.6580748770833,99.91263775050015,99.14002108631897,99.52632941840956,60186,random
2023-06-30,100.65021452173185,100.97896470406765,99.78017473264724,100.37956971835744,123859,random
2023-07-01,99.71918288460083,99.80580579412602,99.22234159316953,99.51407369364777,43025,random
2023-07-02,99.45160726017204,99.88731938307315,99.1736300313071,99.53047470719012,35159,random
2023-07-03,101.05196791125898,101.41274314646414,100.76373126172005,101.0882372040921,343403,random
2023-07-04,101.02496966807188,101.21312145689348,100.01490252148128,100.61401198918738,143682,random
2023-07-05,99.85510437576124,100.69920017531201,99.73940479315267,100.21930248423234,391603,random
2023-07-06,101.22270714691129,101.40660056995424,100.66892033884426,101.03776045439925,10755,random
2023-07-07,100.81971900041094,101.56568205833054,100.66417462003193,101.11492833918123,108317,random
2023-07-08,101.16737360970092,101.49214309408643,100.53529543385432,101.01371926397037,39982,random
2023-07-09,103.04665023623335,103.30169618900673,102.00617725475651,102.65393672188162,189902,random
2023-07-10,101.43122463418781,101.64620792466282,100.91764028357692,101.28192410411987,454,random
2023-07-11,101.72950069502521,101.87206156005348,100.41805755546562,101.14505955775955,19490,random
2023-07-12,100.434224522208,101.00547942055678,100.31700376632654,100.66124159344166,20048,random
2023-07-13,99.17262284050992,99.47079051129136,98.64064934367154,99.05571992748145,130072,random
2023-07-14,98.27474540748429,98.4847299752683,97.9052020610211,98.1949660181447,65136,random
2023-07-15,98.15094930248914,98.64519164428471,97.68047601326676,98.16283382877573,105520,random
2023-07-16,97.04784301929494,97.32026801571153,96.00665953653656,96.66346377612405,51123,random
2023-07-17,96.67565635929184,97.17083772377796,95.91520820914218,96.54302296646007,63593,random
2023-07-18,96.5181083074572,96.62137158122928,95.95888707519038,96.29012932820983,28334,random
2023-07-19,97.27015526184313,97.70700712673577,96.79010145820264,97.24855429246921,152117,random
2023-07-20,97.19040399052099,97.77663486004242,96.720473724896,97.24855429246921,11322,trending_up
2023-07-21,97.11586976901724,97.34402149568712,95.9892016474061,96.66661157154661,112388,trending_up
2023-07-22,97.64765855170526,98.09458554581336,97.41310485823702,97.75384520202519,27698,trending_up
2023-07-23,98.20761266083719,98.92117192202639,98.18844275377373,98.55480733790006,148489,trending_up
2023-07-24,98.52193616235712,99.87859780186072,98.39855515267918,99.13857647726995,245873,trending_up
2023-07-25,98.06991776174432,99.11098459204908,97.65174811612877,98.38136635408893,57248,trending_up
2023-07-26,99.5795746032024,100.2762402828765,99.4737610999758,99.87500069142615,133517,trending_up
2023-07-27,98.72460649310764,99.82857148702199,98.46279665845289,99.14568407273744,10285,trending_up
2023-07-28,99.91900195127414,100.1468361687298,99.60970423782402,99.87827020327691,9713,trending_up
2023-07-29,99.58161940567004,100.12837065546901,99.31710830169013,99.72273947857957,63088,trending_up
2023-07-30,99.70747099972418,100.05771792532202,98.6019927997773,99.32985536254967,7694,trending_up
2023-07-31,98.59613391591094,98.74408075416773,97.85953842502343,98.30180958959558,34792,trending_up
2023-08-01,98.74580338162869,99.8683131970756,98.62927463494006,99.24879391600783,78145,trending_up
2023-08-02,98.45165798075003,99.06450999525572,98.11133752470809,98.5879237599819,223037,trending_up
2023-08-03,98.00580437366402,98.58282899574385,97.26301784401755,97.9229234198807,9408,trending_up
2023-08-04,97.74472622051013,99.00221508883102,97.68436856586406,98.34329182734754,5045,trending_up
2023-08-05,98.84690683943603,99.55968271713354,98.5351112147365,99.04739696593502,16215,trending_up
2023-08-06,100.19981129172916,100.25757623693498,99.13597970304706,99.69677796999102,161471,trending_up
2023-08-07,100.11351832105672,100.2186411258275,99.4742639713806,99.84645254860405,160881,trending_up
2023-08-08,99.24026294342022,99.30524285927193,98.43426878634718,98.86975582280955,3198,trending_up
2023-08-09,98.81755716394964,99.50637812425326,98.47325885932277,98.98981849178801,118755,trending_up
2023-08-10,97.4691404959245,97.90583178170313,97.32617211906141,97.61600195038227,73043,trending_up
2023-08-11,98.22838181947667,98.28783367560665,97.61185817012812,97.94984592286738,146415,trending_up
2023-08-12,98.54505879815507,98.76769467763519,98.03507474124099,98.40138470943809,25637,trending_up
2023-08-13,98.32437239750459,99.2961497253062,97.92923970035658,98.61269471283138,37876,trending_up
2023-08-14,97.80795186125407,98.56592426232503,97.45653018989456,98.0112272261098,263091,trending_up
2023-08-15,99.1659438572459,99.29071528098956,98.31159311776346,98.80115419937651,59801,trending_up
2023-08-16,99.88217925198236,99.92617826273988,98.5027233124801,99.21445078760999,30317,trending_up
2023-08-17,97.76001229059152,97.86081756656802,97.2147483535633,97.53778296006566,20023,trending_up
2023-08-18,96.38978690513092,96.9458711145922,95.7041942897657,96.32503270217894,341140,trending_up
2023-08-19,96.80177660640187,97.09488349125873,96.2046056901544,96.64974459070656,124428,trending_up
2023-08-20,96.21605441065353,96.85581760240619,95.88283344026324,96.36932552133472,130848,trending_up
2023-08-21,95.63126235871488,96.11445550777474,95.11196776218189,95.61321163497831,22470,trending_up
2023-08-22,95.61141856547555,95.88114237105302,95.01824678597856,95.44969457851579,38778,trending_up
2023-08-23,94.5023910887077,95.2334086144939,94.26424162622419,94.74882512035904,16356,trending_up
2023-08-24,94.66539338581222,95.80336095895724,94.60300282656179,95.20318189275952,98381,trending_up
2023-08-25,95.6794627726689,95.71160454485364,94.80146869273132,95.25653661879248,28032,trending_up
2023-08-26,95.76395241701687,95.85316468876289,94.88408925178044,95.36862697027166,121779,trending_up
2023-08-27,94.77050580018398,95.036629553535,94.06660311052735,94.55161633203117,38698,trending_up
2023-08-28,93.16756731958526,93.54983495830163,92.81135954507238,93.180597251687,363485,trending_up
